Date,City,Country,AQI,PM2.5 (µg/m³),PM10 (µg/m³),NO2 (ppb),SO2 (ppb),CO (ppm),O3 (ppb),Temperature (°C),Humidity (%),Wind Speed (m/s)
2024-06-28,New York,USA,280,164.4,123.8,13.2,32.2,6.56,176.7,24.1,87,3.4
2024-06-28,Los Angeles,USA,245,193.4,71.9,94.0,14.1,7.04,108.3,38.1,79,5.8
2024-06-28,Delhi,India,31,193.8,89.4,73.9,35.8,2.46,177.6,25.1,53,12.7
2024-06-28,Paris,France,230,164.9,121.0,57.3,31.8,3.61,135.5,27.9,11,8.0
2024-06-28,São Paulo,Brazil,181,43.9,196.1,96.8,2.6,0.32,68.3,27.7,13,5.3
2024-06-28,Cairo,Egypt,213,159.2,233.2,21.0,3.3,0.15,149.0,-7.5,25,4.3
2024-06-29,New York,USA,235,42.8,10.8,50.2,39.8,1.98,74.0,25.9,45,9.5
2024-06-29,Los Angeles,USA,293,67.0,197.4,5.3,27.2,6.31,86.4,13.9,32,8.4
2024-06-29,Delhi,India,207,84.0,285.9,28.4,31.8,2.69,10.3,-7.4,18,6.6
2024-06-29,Paris,France,149,200.7,238.2,15.2,31.8,7.34,169.8,13.6,66,12.5
2024-06-29,São Paulo,Brazil,147,77.1,33.6,76.7,36.6,3.28,129.2,8.8,76,8.1
2024-06-29,Cairo,Egypt,250,130.9,142.0,12.6,37.4,5.87,176.4,30.2,79,1.3
2024-06-30,New York,USA,148,104.7,117.4,74.0,23.2,0.81,96.1,33.3,55,1.2
2024-06-30,Los Angeles,USA,109,53.2,282.9,61.8,3.6,0.57,175.0,20.0,64,1.4
2024-06-30,Delhi,India,256,218.9,249.7,75.4,19.4,5.8,83.1,18.7,35,2.3
2024-06-30,Paris,France,57,19.3,82.2,77.6,25.8,5.32,84.8,24.6,43,4.5
2024-06-30,São Paulo,Brazil,103,246.9,270.3,35.0,35.3,7.68,135.9,0.6,81,0.8
2024-06-30,Cairo,Egypt,278,245.0,43.6,91.6,19.5,4.0,16.9,17.5,82,9.6
2024-07-01,New York,USA,41,151.5,224.8,93.8,32.4,9.55,24.3,26.5,29,8.1
2024-07-01,Los Angeles,USA,236,153.9,49.9,45.3,48.7,1.39,41.9,12.4,81,11.7
2024-07-01,Delhi,India,74,92.2,211.9,67.0,46.7,4.46,60.2,27.7,57,9.7
2024-07-01,Paris,France,213,37.0,178.1,99.7,6.5,2.77,174.9,19.8,76,6.8
2024-07-01,São Paulo,Brazil,294,218.9,147.2,28.6,28.1,7.02,46.5,31.3,47,8.2
2024-07-01,Cairo,Egypt,143,58.5,156.5,97.0,47.9,9.68,77.5,27.2,73,14.0
2024-07-02,New York,USA,187,74.3,121.7,73.1,2.1,6.01,89.6,21.2,82,8.5
2024-07-02,Los Angeles,USA,71,179.8,189.4,92.5,33.6,2.74,102.9,37.1,45,4.7
2024-07-02,Delhi,India,189,249.5,204.4,36.6,11.6,5.85,38.7,0.4,69,13.7
2024-07-02,Paris,France,238,238.6,200.3,13.0,39.2,0.41,86.7,36.9,40,4.8
2024-07-02,São Paulo,Brazil,39,113.8,209.7,40.8,37.9,5.62,165.5,26.5,35,2.5
2024-07-02,Cairo,Egypt,193,227.3,77.2,85.0,49.4,7.44,34.7,-8.8,22,10.7
2024-07-03,New York,USA,91,26.3,275.3,38.8,4.2,5.53,100.6,9.7,17,3.0
2024-07-03,Los Angeles,USA,140,39.2,12.6,52.8,19.1,1.64,94.7,31.5,79,4.0
2024-07-03,Delhi,India,113,44.8,16.1,41.2,42.5,8.64,107.8,30.1,70,11.0
2024-07-03,Paris,France,208,34.4,190.8,29.1,38.3,8.2,154.6,10.3,23,1.4
2024-07-03,São Paulo,Brazil,148,205.8,201.9,81.5,49.1,5.99,50.9,17.0,25,11.1
2024-07-03,Cairo,Egypt,187,194.8,139.6,31.9,44.9,7.9,11.5,5.6,39,13.5
2024-07-04,New York,USA,107,41.1,298.5,64.9,14.5,3.67,107.0,9.7,56,1.3
2024-07-04,Los Angeles,USA,291,180.4,144.6,94.1,14.4,9.68,137.4,39.7,68,9.5
2024-07-04,Delhi,India,258,238.0,89.9,31.1,45.9,9.64,83.4,16.7,48,12.9
2024-07-04,Paris,France,56,179.6,269.0,50.4,11.9,2.38,122.7,36.2,60,6.1
2024-07-04,São Paulo,Brazil,113,105.8,142.7,67.3,40.4,5.3,151.4,13.3,37,13.3
2024-07-04,Cairo,Egypt,194,170.4,179.3,63.9,10.2,9.64,151.2,20.9,32,7.6
2024-07-05,New York,USA,281,8.5,13.8,61.0,26.4,1.28,109.9,14.3,29,1.3
2024-07-05,Los Angeles,USA,198,180.8,19.4,22.0,33.0,8.75,127.7,36.9,85,3.5
2024-07-05,Delhi,India,279,127.0,245.1,80.8,28.5,5.55,182.7,-6.9,54,3.6
2024-07-05,Paris,France,52,117.5,17.4,42.1,49.8,4.27,47.6,16.7,68,6.6
2024-07-05,São Paulo,Brazil,93,197.9,86.6,20.1,19.4,9.14,166.7,2.1,62,4.4
2024-07-05,Cairo,Egypt,98,103.1,236.2,76.1,38.4,2.6,198.0,-0.5,74,7.9
2024-07-06,New York,USA,185,147.3,264.3,96.3,21.8,5.14,135.4,7.4,51,1.1
2024-07-06,Los Angeles,USA,73,172.0,291.1,67.2,39.7,5.33,172.0,16.5,87,14.5
2024-07-06,Delhi,India,191,206.9,148.4,57.8,44.7,2.71,74.9,15.7,23,2.4
2024-07-06,Paris,France,204,108.8,110.2,45.5,8.4,3.46,143.1,32.7,34,8.0
2024-07-06,São Paulo,Brazil,46,60.3,122.0,30.3,2.1,8.08,164.1,20.3,31,4.9
2024-07-06,Cairo,Egypt,299,105.1,261.6,53.8,38.5,0.65,181.8,24.2,44,3.2
2024-07-07,New York,USA,220,97.4,45.9,93.2,32.4,3.17,183.7,25.4,54,2.0
2024-07-07,Los Angeles,USA,266,49.7,292.3,84.7,38.5,7.71,12.0,5.3,65,12.6
2024-07-07,Delhi,India,143,209.1,113.6,76.8,49.4,6.99,52.6,-6.9,80,6.8
2024-07-07,Paris,France,100,221.3,49.2,16.1,3.7,9.4,31.4,39.8,48,13.4
2024-07-07,São Paulo,Brazil,219,110.4,171.2,12.5,20.7,6.82,190.7,-6.6,38,6.8
2024-07-07,Cairo,Egypt,151,103.8,182.0,68.0,6.8,2.14,67.2,-6.0,21,6.0
2024-07-08,New York,USA,53,106.0,172.4,43.2,16.5,5.95,159.0,0.9,21,13.7
2024-07-08,Los Angeles,USA,173,193.5,238.8,48.4,18.3,7.96,162.4,7.2,20,8.5
2024-07-08,Delhi,India,268,29.7,239.8,6.4,21.4,2.94,75.8,5.7,30,1.1
2024-07-08,Paris,France,123,241.5,120.3,19.1,8.4,7.26,167.9,20.5,35,8.7
2024-07-08,São Paulo,Brazil,249,208.9,290.0,32.9,23.6,1.5,172.8,23.4,34,12.8
2024-07-08,Cairo,Egypt,98,124.5,196.8,92.6,31.6,2.77,150.1,10.4,81,11.8
2024-07-09,New York,USA,285,219.5,124.8,90.2,16.7,4.2,189.6,12.3,13,10.6
2024-07-09,Los Angeles,USA,100,209.7,57.8,40.9,28.6,0.98,27.4,37.8,11,9.8
2024-07-09,Delhi,India,101,10.3,262.6,51.8,35.9,6.98,183.0,11.3,62,2.3
2024-07-09,Paris,France,113,40.9,157.5,79.0,2.6,8.36,28.5,6.6,65,1.1
2024-07-09,São Paulo,Brazil,158,174.8,287.7,25.2,47.4,6.59,91.7,38.7,66,7.6
2024-07-09,Cairo,Egypt,123,44.0,40.4,65.0,18.1,3.96,189.9,31.8,89,5.9
2024-07-10,New York,USA,189,46.0,235.9,32.2,43.0,7.35,114.9,4.0,69,11.2
2024-07-10,Los Angeles,USA,155,164.4,78.7,76.0,49.9,2.99,120.9,-0.7,48,11.6
2024-07-10,Delhi,India,57,104.7,92.8,89.3,18.7,7.25,186.4,9.1,36,11.9
2024-07-10,Paris,France,87,170.6,94.2,87.5,29.9,9.59,169.0,28.9,55,3.2
2024-07-10,São Paulo,Brazil,63,247.7,75.5,78.0,9.5,6.64,52.1,-0.4,23,11.3
2024-07-10,Cairo,Egypt,291,182.6,245.8,95.4,47.2,7.1,174.4,10.3,69,14.8
2024-07-11,New York,USA,253,64.5,245.2,13.1,28.4,6.27,76.6,18.1,49,10.2
2024-07-11,Los Angeles,USA,114,100.8,16.1,37.3,39.9,0.8,102.9,30.7,46,4.2
2024-07-11,Delhi,India,102,188.9,145.1,75.0,9.2,7.19,126.6,27.9,20,9.4
2024-07-11,Paris,France,272,232.5,53.5,20.6,38.1,3.48,26.1,-6.7,49,9.3
2024-07-11,São Paulo,Brazil,139,8.6,198.6,31.9,9.1,7.35,157.8,-6.0,34,8.0
2024-07-11,Cairo,Egypt,47,92.4,76.6,72.5,49.2,1.06,24.2,3.1,57,3.1
2024-07-12,New York,USA,179,175.3,42.8,76.1,43.7,5.73,22.9,24.1,63,9.9
2024-07-12,Los Angeles,USA,123,77.9,142.5,80.7,4.3,4.49,53.8,36.7,85,1.0
2024-07-12,Delhi,India,233,157.5,148.7,14.7,17.0,9.86,106.5,25.7,50,10.9
2024-07-12,Paris,France,71,234.1,55.7,40.1,25.4,3.98,163.5,-9.0,33,10.3
2024-07-12,São Paulo,Brazil,225,93.3,30.0,71.8,32.3,0.46,179.8,36.2,46,9.3
2024-07-12,Cairo,Egypt,196,121.3,131.4,36.8,31.7,0.42,166.4,-9.1,65,5.4
2024-07-13,New York,USA,226,172.2,264.1,96.2,29.3,9.86,47.7,-0.3,70,6.3
2024-07-13,Los Angeles,USA,242,63.1,294.3,68.3,15.3,9.16,117.3,18.8,13,0.7
2024-07-13,Delhi,India,48,238.9,180.1,87.4,30.5,5.98,13.8,22.9,23,4.4
2024-07-13,Paris,France,74,164.5,90.4,99.1,48.6,8.05,133.6,32.4,90,6.0
2024-07-13,São Paulo,Brazil,232,198.4,142.4,74.2,27.2,0.76,37.7,11.0,77,8.8
2024-07-13,Cairo,Egypt,32,193.8,42.0,56.5,44.0,3.79,27.9,9.8,57,7.4
2024-07-14,New York,USA,241,54.1,173.9,83.1,28.6,3.88,153.9,-3.9,84,9.2
2024-07-14,Los Angeles,USA,282,221.6,29.5,50.8,46.5,9.71,117.5,27.2,68,9.8
2024-07-14,Delhi,India,278,124.1,68.0,33.7,9.2,3.12,116.6,14.1,48,6.3
2024-07-14,Paris,France,236,80.1,184.8,46.4,12.8,9.11,88.2,4.4,40,14.5
2024-07-14,São Paulo,Brazil,108,55.0,215.4,78.2,37.0,2.44,15.5,21.1,58,7.5
2024-07-14,Cairo,Egypt,39,111.7,194.8,87.1,20.1,3.33,62.3,25.4,73,11.9
2024-07-15,New York,USA,112,115.2,229.2,84.3,28.0,7.03,67.4,34.1,40,7.7
2024-07-15,Los Angeles,USA,215,172.2,107.1,19.0,25.9,6.49,24.9,-7.4,46,9.2
2024-07-15,Delhi,India,54,221.2,89.5,74.3,17.7,1.12,148.0,23.4,66,8.0
2024-07-15,Paris,France,30,41.8,205.4,72.2,3.3,4.08,195.2,5.4,12,12.9
2024-07-15,São Paulo,Brazil,204,113.5,164.2,12.8,22.0,0.99,57.7,39.7,34,3.9
2024-07-15,Cairo,Egypt,170,87.7,205.0,63.4,47.6,1.58,59.0,-4.2,47,4.9
2024-07-16,New York,USA,198,22.2,134.2,78.4,3.3,3.05,122.4,25.4,59,3.8
2024-07-16,Los Angeles,USA,61,182.0,204.9,37.1,33.0,8.05,32.5,36.0,62,1.4
2024-07-16,Delhi,India,210,193.5,232.8,14.8,13.2,4.13,134.1,27.6,46,10.6
2024-07-16,Paris,France,67,118.2,232.3,95.1,9.1,7.76,130.8,23.3,79,5.5
2024-07-16,São Paulo,Brazil,190,80.7,69.7,29.1,39.9,7.72,21.6,20.3,53,7.6
2024-07-16,Cairo,Egypt,193,25.4,32.4,98.8,19.8,3.73,146.8,6.6,53,13.5
2024-07-17,New York,USA,95,213.5,239.0,67.6,22.4,3.34,14.0,11.1,46,14.9
2024-07-17,Los Angeles,USA,93,101.8,69.5,96.0,36.1,8.38,78.1,-1.1,81,14.7
2024-07-17,Delhi,India,251,30.0,27.9,71.2,36.8,6.92,196.6,26.3,80,2.4
2024-07-17,Paris,France,94,225.3,115.2,68.9,14.3,0.42,80.3,14.8,75,5.4
2024-07-17,São Paulo,Brazil,54,226.8,207.4,63.7,31.7,7.09,155.8,40.0,15,0.6
2024-07-17,Cairo,Egypt,41,99.2,279.3,29.7,27.6,9.45,93.1,37.5,10,0.9
2024-07-18,New York,USA,120,55.3,27.1,32.1,13.1,6.59,85.4,34.9,52,0.9
2024-07-18,Los Angeles,USA,267,51.4,79.7,77.7,42.9,9.29,51.7,13.6,22,7.8
2024-07-18,Delhi,India,223,134.7,130.3,48.1,35.9,6.67,158.9,21.3,32,10.7
2024-07-18,Paris,France,170,25.2,115.7,86.0,19.1,3.71,98.7,-1.1,65,1.1
2024-07-18,São Paulo,Brazil,220,212.5,116.2,46.3,43.0,8.55,195.8,8.1,34,8.2
2024-07-18,Cairo,Egypt,114,46.5,29.7,68.4,11.7,1.61,193.9,28.0,74,12.4
2024-07-19,New York,USA,54,94.8,270.4,92.4,8.7,5.38,73.7,-8.8,20,4.2
2024-07-19,Los Angeles,USA,30,65.3,23.5,84.5,33.5,2.9,27.5,8.1,57,11.5
2024-07-19,Delhi,India,34,187.9,231.8,38.0,9.7,7.8,171.6,20.1,32,6.4
2024-07-19,Paris,France,247,55.8,160.5,59.7,14.6,5.79,82.2,38.7,57,2.2
2024-07-19,São Paulo,Brazil,218,195.9,33.1,74.2,42.9,0.97,183.0,2.8,53,10.0
2024-07-19,Cairo,Egypt,93,38.3,297.0,45.7,12.2,3.4,26.4,0.3,46,6.6
2024-07-20,New York,USA,166,66.2,267.9,70.2,32.3,6.73,154.1,30.7,34,11.8
2024-07-20,Los Angeles,USA,294,221.4,282.8,89.8,19.1,6.15,82.1,1.4,15,3.1
2024-07-20,Delhi,India,276,160.2,112.1,71.4,39.3,1.15,91.6,12.4,90,0.9
2024-07-20,Paris,France,216,201.9,29.3,82.6,12.8,7.26,96.0,23.6,42,6.1
2024-07-20,São Paulo,Brazil,256,195.4,57.7,75.6,7.2,4.59,119.7,-7.0,22,13.1
2024-07-20,Cairo,Egypt,76,203.0,159.0,35.6,35.3,1.15,83.3,32.8,83,11.7
2024-07-21,New York,USA,83,93.4,242.1,76.5,46.2,6.67,62.0,-2.0,39,3.4
2024-07-21,Los Angeles,USA,102,131.4,134.4,5.4,4.8,6.79,35.8,25.1,73,7.3
2024-07-21,Delhi,India,213,117.2,171.5,7.1,26.3,8.65,10.5,33.2,23,14.1
2024-07-21,Paris,France,91,202.7,61.3,85.8,3.0,9.61,83.2,20.2,51,8.1
2024-07-21,São Paulo,Brazil,162,182.5,266.4,61.1,4.4,3.46,55.4,28.8,52,6.2
2024-07-21,Cairo,Egypt,89,128.0,130.8,14.6,12.8,9.74,32.8,31.5,77,13.0
2024-07-22,New York,USA,251,165.1,164.1,85.4,24.8,6.59,71.7,38.5,69,11.0
2024-07-22,Los Angeles,USA,235,119.2,283.0,52.3,44.4,5.83,164.7,3.0,20,0.9
2024-07-22,Delhi,India,163,242.6,10.3,79.8,4.7,6.02,190.3,-8.7,27,15.0
2024-07-22,Paris,France,104,80.3,148.9,25.0,3.1,7.8,41.3,20.9,21,9.5
2024-07-22,São Paulo,Brazil,55,39.6,136.9,55.1,17.7,9.34,153.3,-9.8,53,3.1
2024-07-22,Cairo,Egypt,272,14.0,151.7,56.3,4.1,3.36,102.8,34.8,20,12.5
2024-07-23,New York,USA,174,200.6,275.5,35.0,41.6,5.89,21.8,-5.0,72,0.5
2024-07-23,Los Angeles,USA,259,222.1,85.9,56.6,6.8,3.19,53.5,26.2,38,7.5
2024-07-23,Delhi,India,289,69.5,147.6,97.2,33.3,3.67,49.5,19.2,11,13.5
2024-07-23,Paris,France,237,87.3,151.9,84.3,48.2,1.73,141.2,15.6,23,4.7
2024-07-23,São Paulo,Brazil,146,32.0,34.8,93.0,10.4,9.24,49.2,25.6,77,10.9
2024-07-23,Cairo,Egypt,92,110.1,231.6,97.6,43.9,2.72,137.9,36.8,11,8.4
2024-07-24,New York,USA,81,227.6,92.2,40.3,18.3,8.96,22.0,4.3,11,8.5
2024-07-24,Los Angeles,USA,180,213.2,206.5,95.0,45.2,9.15,193.0,10.3,39,5.3
2024-07-24,Delhi,India,74,7.8,186.7,83.0,5.5,0.32,73.5,-6.8,79,8.9
2024-07-24,Paris,France,137,6.2,161.4,41.1,16.4,4.67,123.9,7.4,19,6.9
2024-07-24,São Paulo,Brazil,141,214.5,295.2,64.5,10.3,0.58,179.2,13.7,15,4.1
2024-07-24,Cairo,Egypt,167,27.8,18.9,40.7,29.5,3.01,92.9,-6.6,43,9.6
2024-07-25,New York,USA,48,117.9,82.7,46.1,23.0,3.86,66.7,16.8,25,9.7
2024-07-25,Los Angeles,USA,194,52.1,132.2,34.9,31.7,1.81,54.5,14.8,85,6.3
2024-07-25,Delhi,India,183,136.4,265.7,14.4,7.2,8.89,119.9,27.4,48,2.7
2024-07-25,Paris,France,271,92.8,184.2,39.7,38.4,8.36,147.5,-9.5,47,12.0
2024-07-25,São Paulo,Brazil,294,114.1,161.1,11.3,9.8,1.71,36.0,18.5,21,10.3
2024-07-25,Cairo,Egypt,127,249.5,73.9,72.8,48.4,0.67,171.3,16.6,32,10.3
2024-07-26,New York,USA,226,135.3,218.0,94.3,22.3,2.9,98.9,9.9,87,1.5
2024-07-26,Los Angeles,USA,188,231.9,296.3,97.0,42.8,2.23,142.0,24.9,61,6.8
2024-07-26,Delhi,India,62,10.7,288.5,98.7,48.0,1.02,20.5,22.9,53,12.5
2024-07-26,Paris,France,250,246.9,86.3,69.7,38.2,2.95,11.3,10.8,83,0.5
2024-07-26,São Paulo,Brazil,55,106.6,240.1,55.1,42.5,5.03,78.4,21.5,52,13.0
2024-07-26,Cairo,Egypt,232,205.5,93.8,22.4,47.4,2.21,60.6,-0.4,21,3.4
2024-07-27,New York,USA,253,150.8,266.9,38.1,34.0,2.9,149.2,31.1,12,5.1
2024-07-27,Los Angeles,USA,268,71.6,249.4,31.1,40.5,0.88,199.1,17.0,33,1.4
2024-07-27,Delhi,India,265,90.5,216.1,83.1,10.6,2.14,113.4,3.4,65,4.1
2024-07-27,Paris,France,191,66.8,270.1,95.6,18.6,4.26,89.6,-7.2,79,10.8
2024-07-27,São Paulo,Brazil,200,32.6,164.9,94.8,4.4,0.19,76.6,39.7,90,8.4
2024-07-27,Cairo,Egypt,298,47.6,238.3,75.7,7.4,7.01,101.6,29.0,84,5.4
2024-07-28,New York,USA,214,117.6,264.8,44.2,41.7,8.66,40.3,-6.7,72,5.6
2024-07-28,Los Angeles,USA,252,148.3,16.9,87.1,11.6,1.46,139.6,7.8,22,14.8
2024-07-28,Delhi,India,204,204.8,161.7,52.7,37.6,1.18,200.0,-7.6,18,2.9
2024-07-28,Paris,France,96,28.0,79.3,44.0,43.6,8.38,40.8,23.5,67,10.3
2024-07-28,São Paulo,Brazil,257,214.9,173.0,6.1,18.0,6.94,93.5,31.0,90,14.7
2024-07-28,Cairo,Egypt,39,107.4,173.9,21.7,32.8,5.64,160.7,26.3,83,5.0
2024-07-29,New York,USA,281,147.2,30.6,76.6,12.5,9.02,52.2,14.2,21,11.5
2024-07-29,Los Angeles,USA,216,16.0,11.1,37.8,25.3,5.0,116.9,34.4,50,14.6
2024-07-29,Delhi,India,120,204.5,297.8,90.6,42.6,3.21,194.3,36.6,56,2.5
2024-07-29,Paris,France,211,28.4,67.1,57.5,30.9,2.49,136.4,21.1,71,12.8
2024-07-29,São Paulo,Brazil,269,243.5,150.3,81.8,33.7,1.42,169.4,39.1,24,5.7
2024-07-29,Cairo,Egypt,42,6.2,66.5,57.4,18.6,4.89,105.3,8.1,23,12.8
2024-07-30,New York,USA,159,146.9,200.1,95.9,11.7,5.03,62.9,7.2,69,5.1
2024-07-30,Los Angeles,USA,178,161.9,156.7,35.3,44.4,6.37,62.7,22.4,13,13.8
2024-07-30,Delhi,India,114,242.1,215.7,45.5,23.7,9.28,197.1,31.4,80,10.2
2024-07-30,Paris,France,129,170.7,167.5,19.7,14.2,6.49,47.7,-6.0,41,6.3
2024-07-30,São Paulo,Brazil,255,76.8,103.4,65.7,5.1,2.75,84.8,26.1,24,9.4
2024-07-30,Cairo,Egypt,124,230.4,298.7,78.7,36.2,7.98,119.7,6.0,56,1.8
2024-07-31,New York,USA,296,232.7,144.5,67.0,23.8,2.67,75.7,20.3,80,1.9
2024-07-31,Los Angeles,USA,189,104.3,257.1,81.4,44.1,4.04,133.7,-8.7,53,1.0
2024-07-31,Delhi,India,293,72.5,277.0,74.5,47.4,7.98,142.8,33.3,79,0.5
2024-07-31,Paris,France,218,183.3,278.3,10.4,44.4,5.59,21.8,13.5,58,6.1
2024-07-31,São Paulo,Brazil,245,212.8,253.8,62.6,30.7,3.33,104.9,21.1,67,0.8
2024-07-31,Cairo,Egypt,135,47.3,117.6,32.9,45.5,4.34,130.5,16.2,25,10.5
2024-08-01,New York,USA,172,236.7,290.5,68.6,41.3,6.7,120.8,-9.8,73,9.3
2024-08-01,Los Angeles,USA,104,20.1,141.8,27.7,35.6,5.57,72.4,-1.5,81,11.4
2024-08-01,Delhi,India,168,38.5,237.9,12.3,37.3,1.54,11.0,24.1,47,0.7
2024-08-01,Paris,France,160,130.8,110.8,86.2,37.2,3.63,153.3,-9.3,41,6.9
2024-08-01,São Paulo,Brazil,244,64.8,290.5,56.6,33.1,4.13,25.9,38.6,31,2.0
2024-08-01,Cairo,Egypt,49,151.1,107.8,29.2,17.3,9.27,101.6,34.3,20,10.8
2024-08-02,New York,USA,108,50.1,58.7,13.3,31.3,6.94,122.5,11.0,66,7.9
2024-08-02,Los Angeles,USA,91,191.9,101.3,18.0,44.3,1.1,76.3,37.4,55,8.2
2024-08-02,Delhi,India,198,189.0,177.9,93.2,43.1,0.32,69.7,25.8,28,6.9
2024-08-02,Paris,France,134,248.7,185.7,86.7,42.4,3.39,108.3,26.9,24,12.4
2024-08-02,São Paulo,Brazil,210,80.2,42.2,65.2,27.9,7.59,105.1,-9.2,31,4.9
2024-08-02,Cairo,Egypt,262,61.5,228.8,81.0,38.5,3.78,177.0,15.0,23,11.8
2024-08-03,New York,USA,111,50.5,116.4,45.3,25.5,4.09,11.1,37.7,53,10.7
2024-08-03,Los Angeles,USA,52,241.5,231.0,57.6,28.0,7.87,189.3,12.5,60,1.3
2024-08-03,Delhi,India,283,88.5,100.7,55.6,18.4,4.57,163.5,-2.1,37,5.7
2024-08-03,Paris,France,244,213.7,208.9,84.6,38.5,0.99,39.9,28.2,63,9.8
2024-08-03,São Paulo,Brazil,35,161.9,249.0,96.1,19.9,1.43,64.0,30.2,46,14.4
2024-08-03,Cairo,Egypt,276,11.6,19.0,41.6,4.8,8.03,21.8,11.8,52,8.1
2024-08-04,New York,USA,274,217.7,246.6,9.2,22.6,2.59,121.6,15.0,81,13.9
2024-08-04,Los Angeles,USA,282,121.5,203.4,61.9,34.5,4.32,119.2,31.9,16,1.8
2024-08-04,Delhi,India,268,19.8,201.5,92.0,48.6,7.01,92.8,-4.7,45,1.0
2024-08-04,Paris,France,259,94.5,205.3,61.3,6.6,4.12,177.6,-4.3,78,5.8
2024-08-04,São Paulo,Brazil,41,12.3,141.6,98.3,43.2,9.64,17.8,10.3,80,11.6
2024-08-04,Cairo,Egypt,166,137.7,190.3,25.0,16.6,1.51,176.8,3.7,52,4.8
2024-08-05,New York,USA,39,14.1,154.9,97.7,17.4,7.53,102.4,28.1,16,12.5
2024-08-05,Los Angeles,USA,182,23.6,295.7,81.4,13.5,9.5,10.8,37.8,89,3.2
2024-08-05,Delhi,India,265,63.5,163.3,64.9,40.2,9.01,12.7,24.5,13,12.2
2024-08-05,Paris,France,292,13.5,232.7,35.0,46.8,9.43,139.3,30.0,43,0.7
2024-08-05,São Paulo,Brazil,232,175.8,204.0,62.4,49.0,3.77,108.8,4.8,63,6.9
2024-08-05,Cairo,Egypt,247,230.7,166.5,68.3,46.3,7.1,19.3,33.3,70,2.8
2024-08-06,New York,USA,257,70.0,243.0,53.5,15.3,4.47,154.8,39.2,21,8.6
2024-08-06,Los Angeles,USA,284,151.7,136.6,7.6,37.4,1.97,109.5,-0.9,54,10.4
2024-08-06,Delhi,India,130,156.9,134.4,52.3,25.9,6.51,89.0,0.6,53,13.2
2024-08-06,Paris,France,176,231.2,164.2,17.1,6.6,4.87,190.7,2.1,68,2.4
2024-08-06,São Paulo,Brazil,166,240.5,174.1,88.6,35.0,9.57,27.0,13.3,14,12.9
2024-08-06,Cairo,Egypt,145,139.0,94.2,39.5,6.8,0.53,142.7,-9.8,87,2.2
2024-08-07,New York,USA,283,17.4,84.6,62.0,13.5,5.54,168.7,28.8,74,14.8
2024-08-07,Los Angeles,USA,256,99.7,125.7,23.8,26.3,3.87,41.1,8.5,79,10.4
2024-08-07,Delhi,India,150,232.8,109.7,26.2,6.6,1.98,10.3,17.7,87,12.8
2024-08-07,Paris,France,225,124.1,65.1,42.1,20.2,7.62,160.7,-5.2,49,13.1
2024-08-07,São Paulo,Brazil,137,236.3,49.3,79.4,7.4,6.15,151.2,0.7,14,12.5
2024-08-07,Cairo,Egypt,137,88.6,288.7,74.3,41.0,3.5,70.1,1.4,50,13.6
2024-08-08,New York,USA,65,225.2,192.6,9.3,36.5,4.02,184.2,14.6,69,14.9
2024-08-08,Los Angeles,USA,278,241.7,80.1,71.7,16.7,1.25,23.2,2.6,13,3.8
2024-08-08,Delhi,India,194,245.9,36.1,64.4,6.7,9.08,124.2,25.1,83,7.7
2024-08-08,Paris,France,76,206.7,260.3,9.9,11.9,0.22,171.7,25.2,62,6.2
2024-08-08,São Paulo,Brazil,209,211.6,84.3,13.5,31.8,8.51,14.5,-8.7,50,10.7
2024-08-08,Cairo,Egypt,248,237.0,202.0,88.9,37.7,7.79,66.8,-9.6,23,5.4
2024-08-09,New York,USA,192,173.6,202.0,10.6,44.3,4.37,134.7,3.4,61,5.4
2024-08-09,Los Angeles,USA,114,186.7,198.3,19.0,33.0,5.14,58.8,-1.9,25,4.0
2024-08-09,Delhi,India,72,14.3,162.7,93.8,49.7,1.14,141.5,-7.9,87,4.0
2024-08-09,Paris,France,137,182.4,247.1,27.6,43.7,7.39,29.1,26.9,20,3.7
2024-08-09,São Paulo,Brazil,280,165.1,208.0,51.1,34.6,8.16,164.0,29.8,80,3.0
2024-08-09,Cairo,Egypt,201,124.9,198.4,28.0,34.7,7.94,61.0,3.3,39,12.5
2024-08-10,New York,USA,143,202.5,154.9,64.4,34.4,5.76,151.6,-4.6,52,3.2
2024-08-10,Los Angeles,USA,223,5.4,190.3,31.5,16.3,4.64,136.3,20.7,30,11.1
2024-08-10,Delhi,India,234,245.1,176.6,5.5,12.6,9.95,31.2,4.5,29,12.5
2024-08-10,Paris,France,295,226.2,67.2,21.0,35.8,0.42,147.9,16.6,63,4.3
2024-08-10,São Paulo,Brazil,163,204.6,226.6,45.8,14.3,8.0,40.7,5.0,88,12.8
2024-08-10,Cairo,Egypt,263,131.9,55.2,6.3,28.9,8.44,11.6,24.0,70,5.5
2024-08-11,New York,USA,52,33.3,120.8,75.7,46.2,2.5,139.8,-1.9,56,9.9
2024-08-11,Los Angeles,USA,114,197.4,295.6,53.7,39.3,2.44,28.5,-5.5,42,11.0
2024-08-11,Delhi,India,288,90.6,73.3,43.9,20.0,8.52,59.0,26.5,16,2.3
2024-08-11,Paris,France,192,56.6,119.7,60.1,3.8,0.31,45.2,17.0,32,12.8
2024-08-11,São Paulo,Brazil,225,168.4,159.4,57.6,33.2,0.66,39.5,31.4,57,7.7
